Order_Date,Region,Product_Category,Sales,Cost,Profit,Customer_Segment,Salesperson,Payment_Method,Profit_margin,sales_category,Month,Profit_status,Year
01-08-2025,East,Electronics,2989.39,2345.71,643.68,Small Business,R. Sharma,Bank Transfer,21.53%,Low,Aug,low,2025
06-07-2025,East,Electronics,5057.03,3811.84,1245.19,Consumer,N. Iyer,Credit Card,24.62%,Medium,Jul,low,2025
29-06-2026,North,Accessories,7794.2,6674.25,1119.95,Consumer,R. Sharma,Debit Card,14.37%,Medium,Jun,low,2026
12-04-2026,West,Accessories,4722.99,3936.79,786.2,Corporate,V. Gupta,Credit Card,16.65%,Low,Apr,low,2026
10-12-2023,Central,Electronics,3094.85,3006.64,88.21,Enterprise,P. Singh,Bank Transfer,2.85%,Low,Dec,good,2023
16-03-2025,East,Electronics,3923.56,3860.52,63.04,Enterprise,P. Singh,Debit Card,1.61%,Low,Mar,good,2025
22-12-2024,Central,Furniture,12570,8954.77,3615.23,Consumer,N. Iyer,Cash,28.76%,High,Dec,Excellent,2024
01-03-2026,East,Furniture,3614.29,2015.36,1598.93,Small Business,A. Kumar,Cash,44.24%,Low,Mar,low,2026
30-09-2025,East,Electronics,11871.3,8196.74,3674.56,Enterprise,S. Patel,Credit Card,30.95%,High,Sep,Excellent,2025
01-11-2025,West,Accessories,7067.36,5949.19,1118.17,Small Business,P. Singh,Debit Card,15.82%,Medium,Nov,low,2025
09-10-2024,North,Accessories,473.96,260.85,213.11,Small Business,V. Gupta,Cash,44.96%,Low,Oct,good,2024
14-11-2025,West,Software,7047.95,5749.48,1298.47,Consumer,N. Iyer,Bank Transfer,18.42%,Medium,Nov,low,2025
21-04-2025,West,Software,4253.44,3182.66,1070.78,Corporate,R. Sharma,UPI,25.17%,Low,Apr,low,2025
11-12-2024,Central,Electronics,5477.76,3686.15,1791.61,Enterprise,N. Iyer,Credit Card,32.71%,Medium,Dec,low,2024
04-09-2024,East,Office Supplies,9169.26,6757.3,2411.96,Small Business,V. Gupta,UPI,26.30%,Medium,Sep,low,2024
05-09-2023,Central,Office Supplies,2302.04,1487.51,814.53,Enterprise,K. Das,Credit Card,35.38%,Low,Sep,low,2023
07-02-2025,South,Software,6785.36,5052.31,1733.05,Corporate,K. Das,Cash,25.54%,Medium,Feb,low,2025
15-03-2024,North,Accessories,1198.43,963.12,235.31,Small Business,R. Sharma,Debit Card,19.63%,Low,Mar,good,2024
05-10-2025,South,Software,6226.79,4995.63,1231.16,Small Business,N. Iyer,Bank Transfer,19.77%,Medium,Oct,low,2025
08-02-2024,East,Accessories,8832.57,6011.69,2820.88,Enterprise,S. Patel,UPI,31.94%,Medium,Feb,low,2024
15-04-2026,West,Furniture,8153.09,6835.77,1317.32,Corporate,K. Das,Bank Transfer,16.16%,Medium,Apr,low,2026
13-07-2023,West,Furniture,5977.99,4840.72,1137.27,Consumer,K. Das,Cash,19.02%,Medium,Jul,low,2023
09-11-2025,North,Accessories,11135.11,8770.8,2364.31,Corporate,R. Sharma,Cash,21.23%,High,Nov,low,2025
02-05-2026,West,Electronics,12524.26,8990.3,3533.96,Small Business,S. Patel,Debit Card,28.22%,High,May,Excellent,2026
27-02-2026,North,Accessories,10202.38,6190.83,4011.55,Enterprise,S. Patel,Debit Card,39.32%,High,Feb,Excellent,2026
29-01-2026,South,Software,5598.24,3384.67,2213.57,Corporate,N. Iyer,Debit Card,39.54%,Medium,Jan,low,2026
26-02-2025,Central,Software,704.82,676.83,27.99,Enterprise,S. Patel,Cash,3.97%,Low,Feb,good,2025
31-12-2025,West,Accessories,13565.53,8908.45,4657.08,Consumer,N. Iyer,Debit Card,34.33%,High,Dec,Excellent,2025
19-11-2024,North,Electronics,7128.27,4213.69,2914.58,Enterprise,V. Gupta,UPI,40.89%,Medium,Nov,low,2024
28-11-2023,Central,Electronics,11609.37,7069.08,4540.29,Consumer,V. Gupta,UPI,39.11%,High,Nov,Excellent,2023
06-11-2023,North,Office Supplies,3553.73,2707.37,846.36,Enterprise,V. Gupta,UPI,23.82%,Low,Nov,low,2023
17-03-2024,Central,Electronics,1965.32,1022.24,943.08,Corporate,N. Iyer,UPI,47.99%,Low,Mar,low,2024
01-06-2025,West,Furniture,1683.73,1363.36,320.37,Small Business,P. Singh,Bank Transfer,19.03%,Low,Jun,good,2025
05-12-2023,South,Office Supplies,6310.57,4178.35,2132.22,Small Business,M. Rao,UPI,33.79%,Medium,Dec,low,2023
14-05-2025,Central,Office Supplies,10440.75,7107.63,3333.12,Consumer,R. Sharma,Debit Card,31.92%,High,May,Excellent,2025
09-06-2026,East,Accessories,3131.22,2667.03,464.19,Small Business,M. Rao,Bank Transfer,14.82%,Low,Jun,good,2026
26-05-2024,West,Office Supplies,6246.39,5152,1094.39,Corporate,R. Sharma,Debit Card,17.52%,Medium,May,low,2024
24-02-2025,South,Electronics,9070.98,7746.41,1324.57,Corporate,M. Rao,Debit Card,14.60%,Medium,Feb,low,2025
31-07-2023,Central,Software,3811.69,2408.85,1402.84,Enterprise,R. Sharma,Bank Transfer,36.80%,Low,Jul,low,2023
21-05-2024,Central,Office Supplies,7177.21,5325.51,1851.7,Enterprise,V. Gupta,Debit Card,25.80%,Medium,May,low,2024
16-06-2026,West,Electronics,5907.2,4390.27,1516.93,Consumer,N. Iyer,Debit Card,25.68%,Medium,Jun,low,2026
31-03-2025,Central,Electronics,2186.72,1937.22,249.5,Corporate,N. Iyer,UPI,11.41%,Low,Mar,good,2025
01-02-2026,North,Accessories,7467.23,5167.73,2299.5,Corporate,S. Patel,Bank Transfer,30.79%,Medium,Feb,low,2026
12-09-2023,East,Accessories,3912.25,3646.57,265.68,Consumer,M. Rao,Cash,6.79%,Low,Sep,good,2023
06-07-2026,North,Electronics,10366.92,7634.79,2732.13,Enterprise,S. Patel,Debit Card,26.35%,High,Jul,low,2026
12-12-2024,South,Furniture,8075.77,7195.7,880.07,Enterprise,R. Sharma,Credit Card,10.90%,Medium,Dec,low,2024
01-01-2025,South,Electronics,5333.03,5012.58,320.45,Corporate,M. Rao,Credit Card,6.01%,Medium,Jan,good,2025
04-09-2024,Central,Software,3165.28,2125.52,1039.76,Enterprise,P. Singh,Cash,32.85%,Low,Sep,low,2024
19-10-2023,South,Software,4372.18,2937.84,1434.34,Consumer,V. Gupta,Credit Card,32.81%,Low,Oct,low,2023
07-03-2026,South,Accessories,2732.27,1856.83,875.44,Enterprise,M. Rao,Cash,32.04%,Low,Mar,low,2026
26-07-2023,North,Software,8434.49,5277.25,3157.24,Corporate,V. Gupta,Credit Card,37.43%,Medium,Jul,Excellent,2023
03-12-2024,West,Furniture,9575.42,6815.59,2759.83,Small Business,V. Gupta,Cash,28.82%,Medium,Dec,low,2024
07-02-2025,Central,Furniture,10257.93,8567.78,1690.15,Small Business,M. Rao,Cash,16.48%,High,Feb,low,2025
02-05-2026,South,Software,3820.42,2848.36,972.06,Consumer,N. Iyer,Cash,25.44%,Low,May,low,2026
24-02-2026,West,Office Supplies,5086,4512.51,573.49,Consumer,V. Gupta,Bank Transfer,11.28%,Medium,Feb,low,2026
15-07-2024,South,Furniture,1996.26,1823,173.26,Small Business,M. Rao,Bank Transfer,8.68%,Low,Jul,good,2024
27-06-2026,Central,Furniture,6408.58,4299.69,2108.89,Corporate,N. Iyer,Debit Card,32.91%,Medium,Jun,low,2026
03-08-2024,South,Accessories,10576.98,6920.94,3656.04,Corporate,N. Iyer,Cash,34.57%,High,Aug,Excellent,2024
03-03-2026,East,Furniture,9110.22,5916.07,3194.15,Small Business,V. Gupta,Bank Transfer,35.06%,Medium,Mar,Excellent,2026
04-08-2025,East,Office Supplies,1835.64,1390.38,445.26,Enterprise,M. Rao,UPI,24.26%,Low,Aug,good,2025
19-09-2025,West,Electronics,6914.27,6887.99,26.28,Enterprise,N. Iyer,Debit Card,0.38%,Medium,Sep,good,2025
27-01-2026,South,Furniture,7017.43,6926.73,90.7,Small Business,M. Rao,Bank Transfer,1.29%,Medium,Jan,good,2026
24-08-2023,East,Accessories,4766.67,2964.43,1802.24,Corporate,S. Patel,Cash,37.81%,Low,Aug,low,2023
02-05-2026,North,Furniture,4814.19,4016.92,797.27,Corporate,N. Iyer,UPI,16.56%,Low,May,low,2026
23-02-2026,West,Software,13916.34,8573.2,5343.14,Corporate,M. Rao,Cash,38.39%,High,Feb,Excellent,2026
13-08-2025,East,Office Supplies,677.12,627.92,49.2,Small Business,V. Gupta,Bank Transfer,7.27%,Low,Aug,good,2025
19-02-2024,North,Office Supplies,7012.07,4299.38,2712.69,Enterprise,R. Sharma,Debit Card,38.69%,Medium,Feb,low,2024
10-03-2025,West,Furniture,7246.39,5209.38,2037.01,Small Business,M. Rao,Cash,28.11%,Medium,Mar,low,2025
28-06-2026,South,Electronics,10769.8,7374.06,3395.74,Small Business,N. Iyer,UPI,31.53%,High,Jun,Excellent,2026
18-09-2024,West,Office Supplies,2461.62,1738.85,722.77,Small Business,S. Patel,Bank Transfer,29.36%,Low,Sep,low,2024
10-12-2024,South,Electronics,9000.82,5472.19,3528.63,Enterprise,K. Das,UPI,39.20%,Medium,Dec,Excellent,2024
29-03-2026,North,Accessories,11213.26,7203.06,4010.2,Small Business,A. Kumar,Cash,35.76%,High,Mar,Excellent,2026
18-12-2025,East,Accessories,14601.8,8961.32,5640.48,Enterprise,M. Rao,Cash,38.63%,High,Dec,Excellent,2025
20-05-2025,Central,Electronics,8645.15,5745.93,2899.22,Consumer,R. Sharma,Cash,33.54%,Medium,May,low,2025
02-01-2024,South,Electronics,6905.94,5207.93,1698.01,Enterprise,M. Rao,UPI,24.59%,Medium,Jan,low,2024
16-01-2026,South,Office Supplies,13294.43,8015.27,5279.16,Consumer,R. Sharma,Cash,39.71%,High,Jan,Excellent,2026
01-06-2025,West,Electronics,6472.34,4141.02,2331.32,Enterprise,M. Rao,Credit Card,36.02%,Medium,Jun,low,2025
12-09-2025,West,Furniture,416.79,267.96,148.83,Small Business,S. Patel,Cash,35.71%,Low,Sep,good,2025
05-05-2025,South,Accessories,7062.17,4838.04,2224.13,Small Business,R. Sharma,Debit Card,31.49%,Medium,May,low,2025
05-05-2024,North,Accessories,2236.26,1934.68,301.58,Consumer,R. Sharma,Cash,13.49%,Low,May,good,2024
19-06-2025,East,Furniture,10449.22,8596.48,1852.74,Corporate,S. Patel,Bank Transfer,17.73%,High,Jun,low,2025
05-06-2024,South,Office Supplies,4642.1,3876.12,765.98,Consumer,R. Sharma,UPI,16.50%,Low,Jun,low,2024
15-03-2024,West,Furniture,9404.97,7524,1880.97,Enterprise,A. Kumar,UPI,20.00%,Medium,Mar,low,2024
21-12-2025,West,Accessories,4206.17,3652.69,553.48,Consumer,P. Singh,Debit Card,13.16%,Low,Dec,low,2025
09-05-2026,North,Furniture,12167.38,8228.22,3939.16,Corporate,P. Singh,UPI,32.37%,High,May,Excellent,2026
09-07-2025,South,Furniture,8218.2,6772.18,1446.02,Consumer,N. Iyer,UPI,17.60%,Medium,Jul,low,2025
10-12-2024,North,Electronics,7723.83,4627.74,3096.09,Enterprise,K. Das,UPI,40.08%,Medium,Dec,Excellent,2024
27-01-2024,North,Software,5577.48,3256.66,2320.82,Small Business,S. Patel,Credit Card,41.61%,Medium,Jan,low,2024
12-09-2025,East,Office Supplies,7978.89,7895.88,83.01,Consumer,R. Sharma,Debit Card,1.04%,Medium,Sep,good,2025
04-07-2024,South,Furniture,5582.16,5124.76,457.4,Enterprise,A. Kumar,Credit Card,8.19%,Medium,Jul,good,2024
08-09-2024,East,Accessories,11238.35,7810.47,3427.88,Enterprise,R. Sharma,UPI,30.50%,High,Sep,Excellent,2024
24-06-2024,South,Furniture,2428.31,1654.27,774.04,Small Business,P. Singh,Debit Card,31.88%,Low,Jun,low,2024
06-09-2023,East,Office Supplies,5512.83,4528.24,984.59,Small Business,A. Kumar,Credit Card,17.86%,Medium,Sep,low,2023
16-05-2025,South,Software,688.7,353.62,335.08,Consumer,K. Das,Cash,48.65%,Low,May,good,2025
16-06-2026,East,Furniture,1757.5,1610.69,146.81,Consumer,K. Das,Credit Card,8.35%,Low,Jun,good,2026
22-02-2024,West,Accessories,11384.31,8721.7,2662.61,Enterprise,R. Sharma,Cash,23.39%,High,Feb,low,2024
08-07-2023,East,Furniture,3915.42,2871.73,1043.69,Small Business,N. Iyer,Cash,26.66%,Low,Jul,low,2023
20-01-2024,Central,Furniture,6681.89,4352.33,2329.56,Corporate,S. Patel,Cash,34.86%,Medium,Jan,low,2024
28-03-2024,North,Electronics,7961.65,7268.48,693.17,Enterprise,M. Rao,Cash,8.71%,Medium,Mar,low,2024
07-02-2024,East,Office Supplies,2797.75,2323.03,474.72,Enterprise,M. Rao,Debit Card,16.97%,Low,Feb,good,2024
08-05-2025,Central,Electronics,5716.34,3855.99,1860.35,Enterprise,A. Kumar,Debit Card,32.54%,Medium,May,low,2025
14-07-2024,South,Furniture,631.39,227.46,403.93,Enterprise,N. Iyer,Credit Card,63.97%,Low,Jul,good,2024
17-03-2026,Central,Software,5487.35,4406.22,1081.13,Enterprise,S. Patel,UPI,19.70%,Medium,Mar,low,2026
26-12-2024,East,Accessories,5367.75,4958.33,409.42,Small Business,N. Iyer,Debit Card,7.63%,Medium,Dec,good,2024
10-12-2024,Central,Software,5210.78,3134.75,2076.03,Consumer,N. Iyer,Cash,39.84%,Medium,Dec,low,2024
26-12-2024,North,Accessories,989.55,661.75,327.8,Corporate,P. Singh,Debit Card,33.13%,Low,Dec,good,2024
28-01-2026,East,Furniture,8088.19,7487.69,600.5,Small Business,M. Rao,UPI,7.42%,Medium,Jan,low,2026
16-12-2025,Central,Furniture,8326.51,5024.36,3302.15,Enterprise,S. Patel,Debit Card,39.66%,Medium,Dec,Excellent,2025
03-10-2024,East,Accessories,7940.06,7005.61,934.45,Corporate,A. Kumar,Cash,11.77%,Medium,Oct,low,2024
18-07-2025,Central,Furniture,7287.97,4901.17,2386.8,Small Business,R. Sharma,Credit Card,32.75%,Medium,Jul,low,2025
10-06-2024,South,Furniture,9143.85,5750.68,3393.17,Enterprise,S. Patel,Bank Transfer,37.11%,Medium,Jun,Excellent,2024
15-10-2023,East,Software,14026.65,8635.61,5391.04,Enterprise,V. Gupta,UPI,38.43%,High,Oct,Excellent,2023
26-04-2025,North,Electronics,2518.75,1311.47,1207.28,Small Business,M. Rao,Debit Card,47.93%,Low,Apr,low,2025
20-11-2023,South,Software,986.67,627.08,359.59,Corporate,S. Patel,UPI,36.44%,Low,Nov,good,2023
28-05-2024,South,Furniture,7418.09,5850.15,1567.94,Small Business,P. Singh,Debit Card,21.14%,Medium,May,low,2024
22-01-2025,Central,Furniture,1875.79,1349.92,525.87,Corporate,V. Gupta,Debit Card,28.03%,Low,Jan,low,2025
21-01-2025,North,Accessories,6918.97,6869.2,49.77,Small Business,P. Singh,Cash,0.72%,Medium,Jan,good,2025
25-02-2026,North,Accessories,2955.23,2166.41,788.82,Enterprise,R. Sharma,Credit Card,26.69%,Low,Feb,low,2026
05-06-2025,North,Software,12858.99,7889.6,4969.39,Small Business,P. Singh,UPI,38.65%,High,Jun,Excellent,2025
25-11-2025,West,Office Supplies,8534.2,5306.31,3227.89,Corporate,P. Singh,Credit Card,37.82%,Medium,Nov,Excellent,2025
18-07-2025,West,Software,3818.66,2247.5,1571.16,Enterprise,A. Kumar,Credit Card,41.14%,Low,Jul,low,2025
30-01-2025,East,Accessories,11301.4,7596.69,3704.71,Small Business,K. Das,Bank Transfer,32.78%,High,Jan,Excellent,2025
06-07-2025,West,Furniture,941.04,839.53,101.51,Enterprise,S. Patel,Cash,10.79%,Low,Jul,good,2025
11-12-2025,West,Accessories,6451.85,6024.09,427.76,Enterprise,K. Das,Credit Card,6.63%,Medium,Dec,good,2025
12-02-2024,North,Accessories,8300.23,5354.05,2946.18,Consumer,P. Singh,Debit Card,35.50%,Medium,Feb,low,2024
14-07-2025,Central,Software,7857.63,5263.09,2594.54,Enterprise,A. Kumar,Bank Transfer,33.02%,Medium,Jul,low,2025
24-12-2025,Central,Electronics,10615.19,7684.87,2930.32,Enterprise,K. Das,Credit Card,27.60%,High,Dec,low,2025
21-09-2024,East,Electronics,5232.3,5145.68,86.62,Small Business,K. Das,Credit Card,1.66%,Medium,Sep,good,2024
27-01-2026,East,Office Supplies,8951.83,7659.93,1291.9,Corporate,M. Rao,UPI,14.43%,Medium,Jan,low,2026
12-10-2023,East,Furniture,4591.13,2988.16,1602.97,Corporate,N. Iyer,UPI,34.91%,Low,Oct,low,2023
19-06-2025,West,Electronics,7864.52,7050.62,813.9,Small Business,N. Iyer,Cash,10.35%,Medium,Jun,low,2025
15-10-2024,North,Software,3605.37,2917.15,688.22,Small Business,V. Gupta,Debit Card,19.09%,Low,Oct,low,2024
28-08-2025,West,Office Supplies,3302.48,1899.13,1403.35,Small Business,V. Gupta,Bank Transfer,42.49%,Low,Aug,low,2025
28-05-2024,North,Furniture,10471.99,8637.84,1834.15,Small Business,M. Rao,Cash,17.51%,High,May,low,2024
05-07-2024,South,Electronics,5509.84,3641.94,1867.9,Consumer,K. Das,Bank Transfer,33.90%,Medium,Jul,low,2024
30-04-2024,West,Furniture,8806.7,6471.4,2335.3,Enterprise,P. Singh,Bank Transfer,26.52%,Medium,Apr,low,2024
22-12-2023,North,Furniture,3496.83,2982.14,514.69,Corporate,M. Rao,Credit Card,14.72%,Low,Dec,low,2023
14-04-2026,South,Furniture,3320.18,2097.77,1222.41,Corporate,V. Gupta,Debit Card,36.82%,Low,Apr,low,2026
29-04-2024,North,Accessories,363.14,210.52,152.62,Enterprise,V. Gupta,UPI,42.03%,Low,Apr,good,2024
03-08-2024,Central,Software,6111.43,3769.68,2341.75,Enterprise,M. Rao,Bank Transfer,38.32%,Medium,Aug,low,2024
27-12-2024,South,Office Supplies,4982.39,3938.7,1043.69,Small Business,P. Singh,Debit Card,20.95%,Low,Dec,low,2024
25-04-2025,South,Accessories,12834.8,7753.51,5081.29,Corporate,P. Singh,Cash,39.59%,High,Apr,Excellent,2025
07-03-2026,Central,Furniture,5223.02,4864.7,358.32,Small Business,S. Patel,UPI,6.86%,Medium,Mar,good,2026
08-01-2025,Central,Software,5403.85,5210.91,192.94,Enterprise,K. Das,Credit Card,3.57%,Medium,Jan,good,2025
21-06-2024,North,Office Supplies,600.94,296.83,304.11,Enterprise,R. Sharma,Credit Card,50.61%,Low,Jun,good,2024
01-07-2025,Central,Office Supplies,1335.84,682.17,653.67,Consumer,V. Gupta,UPI,48.93%,Low,Jul,low,2025
05-04-2024,West,Office Supplies,10131.09,8877.24,1253.85,Small Business,N. Iyer,Debit Card,12.38%,High,Apr,low,2024
12-05-2026,Central,Accessories,9331.37,8521.78,809.59,Small Business,A. Kumar,Cash,8.68%,Medium,May,low,2026
23-10-2023,North,Electronics,8001.18,6437.81,1563.37,Consumer,K. Das,Debit Card,19.54%,Medium,Oct,low,2023
08-08-2024,South,Furniture,3450.36,2314.32,1136.04,Consumer,V. Gupta,Credit Card,32.93%,Low,Aug,low,2024
16-05-2025,Central,Software,1873.08,893.04,980.04,Enterprise,K. Das,UPI,52.32%,Low,May,low,2025
15-04-2024,East,Office Supplies,8571.05,7640.66,930.39,Corporate,K. Das,Bank Transfer,10.86%,Medium,Apr,low,2024
25-04-2026,South,Furniture,1179.64,907.54,272.1,Small Business,P. Singh,Bank Transfer,23.07%,Low,Apr,good,2026
17-01-2026,North,Accessories,9187.69,6791.16,2396.53,Consumer,A. Kumar,Bank Transfer,26.08%,Medium,Jan,low,2026
18-01-2024,Central,Electronics,3006.49,1599.77,1406.72,Consumer,N. Iyer,UPI,46.79%,Low,Jan,low,2024
25-03-2025,Central,Office Supplies,986.67,346.12,640.55,Consumer,R. Sharma,Debit Card,64.92%,Low,Mar,low,2025
22-04-2026,East,Electronics,2052.17,1717.9,334.27,Corporate,N. Iyer,Cash,16.29%,Low,Apr,good,2026
03-07-2024,South,Accessories,11791.86,8033.79,3758.07,Corporate,V. Gupta,Credit Card,31.87%,High,Jul,Excellent,2024
24-09-2023,North,Office Supplies,13357.77,8424.11,4933.66,Small Business,P. Singh,Bank Transfer,36.93%,High,Sep,Excellent,2023
10-07-2024,North,Software,5973.15,5351.95,621.2,Corporate,R. Sharma,Cash,10.40%,Medium,Jul,low,2024
27-05-2025,Central,Software,13617.01,8446.58,5170.43,Enterprise,P. Singh,Cash,37.97%,High,May,Excellent,2025
18-11-2023,South,Software,3976.77,3111.26,865.51,Corporate,K. Das,Credit Card,21.76%,Low,Nov,low,2023
09-07-2025,West,Accessories,1479.4,621.76,857.64,Consumer,P. Singh,Bank Transfer,57.97%,Low,Jul,low,2025
20-06-2026,Central,Software,7615.02,5110.67,2504.35,Corporate,M. Rao,Bank Transfer,32.89%,Medium,Jun,low,2026
09-04-2024,West,Software,4670.93,4086.35,584.58,Enterprise,K. Das,Credit Card,12.52%,Low,Apr,low,2024
06-04-2026,Central,Software,383.82,312.12,71.7,Enterprise,M. Rao,UPI,18.68%,Low,Apr,good,2026
14-02-2025,Central,Electronics,10228.77,6960.5,3268.27,Corporate,P. Singh,Bank Transfer,31.95%,High,Feb,Excellent,2025
26-06-2024,Central,Electronics,8748.45,5804.3,2944.15,Consumer,M. Rao,UPI,33.65%,Medium,Jun,low,2024
26-07-2024,West,Accessories,4542.01,3230.71,1311.3,Corporate,N. Iyer,Credit Card,28.87%,Low,Jul,low,2024
18-09-2024,South,Office Supplies,2010.41,977.99,1032.42,Consumer,S. Patel,UPI,51.35%,Low,Sep,low,2024
02-09-2024,North,Software,7396.13,5183.19,2212.94,Corporate,P. Singh,Bank Transfer,29.92%,Medium,Sep,low,2024
16-07-2023,East,Furniture,11703.98,8149.12,3554.86,Enterprise,S. Patel,Bank Transfer,30.37%,High,Jul,Excellent,2023
07-10-2025,South,Accessories,611.53,498.34,113.19,Small Business,K. Das,Cash,18.51%,Low,Oct,good,2025
01-04-2025,East,Software,3376.77,1923.4,1453.37,Consumer,K. Das,UPI,43.04%,Low,Apr,low,2025
17-08-2025,West,Office Supplies,4417.65,2574.97,1842.68,Consumer,K. Das,Credit Card,41.71%,Low,Aug,low,2025
11-01-2026,North,Electronics,2107.79,1247.11,860.68,Consumer,R. Sharma,UPI,40.83%,Low,Jan,low,2026
20-11-2023,East,Software,2235.77,1731.89,503.88,Small Business,M. Rao,Bank Transfer,22.54%,Low,Nov,low,2023
23-12-2024,South,Electronics,1201.62,1065.58,136.04,Enterprise,S. Patel,Debit Card,11.32%,Low,Dec,good,2024
02-06-2026,North,Electronics,11716.19,8960.47,2755.72,Corporate,A. Kumar,UPI,23.52%,High,Jun,low,2026
18-07-2024,North,Furniture,1542.21,844.11,698.1,Enterprise,N. Iyer,UPI,45.27%,Low,Jul,low,2024
24-04-2024,Central,Furniture,6280.17,4034.01,2246.16,Corporate,N. Iyer,Credit Card,35.77%,Medium,Apr,low,2024
05-08-2023,East,Furniture,10462.69,8542.45,1920.24,Small Business,V. Gupta,Debit Card,18.35%,High,Aug,low,2023
30-10-2023,East,Accessories,3988.33,3582.68,405.65,Consumer,S. Patel,Debit Card,10.17%,Low,Oct,good,2023
08-08-2024,North,Software,4786.81,3089.41,1697.4,Consumer,S. Patel,Cash,35.46%,Low,Aug,low,2024
23-06-2026,Central,Office Supplies,2999.28,2661.48,337.8,Consumer,P. Singh,Credit Card,11.26%,Low,Jun,good,2026
23-10-2025,South,Office Supplies,4768.7,4710.62,58.08,Small Business,A. Kumar,Debit Card,1.22%,Low,Oct,good,2025
04-02-2024,North,Accessories,6215.29,6190.42,24.87,Consumer,K. Das,Cash,0.40%,Medium,Feb,good,2024
08-03-2024,North,Accessories,11642.17,7727.33,3914.84,Consumer,A. Kumar,UPI,33.63%,High,Mar,Excellent,2024
04-09-2025,West,Furniture,3888.19,2613.97,1274.22,Enterprise,M. Rao,Bank Transfer,32.77%,Low,Sep,low,2025
23-01-2026,West,Accessories,7166.51,4364.25,2802.26,Small Business,S. Patel,Debit Card,39.10%,Medium,Jan,low,2026
13-02-2025,West,Office Supplies,6460.93,5770.13,690.8,Corporate,N. Iyer,Credit Card,10.69%,Medium,Feb,low,2025
07-12-2025,West,Software,7968.43,7268.51,699.92,Corporate,K. Das,Debit Card,8.78%,Medium,Dec,low,2025
28-06-2025,West,Software,2630.28,1952.1,678.18,Enterprise,V. Gupta,UPI,25.78%,Low,Jun,low,2025
10-02-2026,West,Furniture,4151.18,3335.69,815.49,Corporate,S. Patel,Debit Card,19.64%,Low,Feb,low,2026
01-08-2024,Central,Office Supplies,8566.89,5158.64,3408.25,Enterprise,K. Das,Bank Transfer,39.78%,Medium,Aug,Excellent,2024
26-03-2025,North,Accessories,2240.56,2000.27,240.29,Enterprise,M. Rao,Cash,10.72%,Low,Mar,good,2025
28-10-2025,Central,Furniture,733.51,552.88,180.63,Enterprise,K. Das,Debit Card,24.63%,Low,Oct,good,2025
30-12-2025,Central,Furniture,454.03,312.14,141.89,Small Business,R. Sharma,UPI,31.25%,Low,Dec,good,2025
15-08-2024,South,Furniture,1872.98,1441.08,431.9,Enterprise,N. Iyer,Cash,23.06%,Low,Aug,good,2024
27-06-2026,North,Electronics,10574.22,6644.33,3929.89,Consumer,A. Kumar,Credit Card,37.16%,High,Jun,Excellent,2026
23-10-2023,East,Furniture,3260.03,3050.43,209.6,Corporate,S. Patel,Bank Transfer,6.43%,Low,Oct,good,2023
19-11-2023,Central,Software,5601.56,3330.17,2271.39,Enterprise,N. Iyer,Debit Card,40.55%,Medium,Nov,low,2023
19-02-2025,South,Furniture,4547.37,2798.84,1748.53,Corporate,K. Das,Credit Card,38.45%,Low,Feb,low,2025
01-07-2026,Central,Accessories,10421.79,8201.06,2220.73,Enterprise,M. Rao,Debit Card,21.31%,High,Jul,low,2026
24-02-2024,West,Electronics,6610.42,6008.43,601.99,Consumer,R. Sharma,UPI,9.11%,Medium,Feb,low,2024
01-03-2026,North,Accessories,3917.17,3476.39,440.78,Small Business,V. Gupta,Cash,11.25%,Low,Mar,good,2026
13-07-2024,West,Accessories,4139.82,4081.27,58.55,Small Business,N. Iyer,Credit Card,1.41%,Low,Jul,good,2024
02-08-2025,East,Software,838.33,713.12,125.21,Corporate,P. Singh,Debit Card,14.94%,Low,Aug,good,2025
23-04-2025,North,Office Supplies,4383.52,2701.91,1681.61,Enterprise,A. Kumar,Cash,38.36%,Low,Apr,low,2025
08-11-2025,East,Furniture,11064.74,8926.15,2138.59,Small Business,A. Kumar,UPI,19.33%,High,Nov,low,2025
19-04-2025,South,Office Supplies,8442.48,8161.77,280.71,Small Business,V. Gupta,UPI,3.32%,Medium,Apr,good,2025
28-05-2025,West,Electronics,1042.09,460.06,582.03,Small Business,A. Kumar,Debit Card,55.85%,Low,May,low,2025
28-07-2023,West,Furniture,6724.44,6638.31,86.13,Enterprise,K. Das,UPI,1.28%,Medium,Jul,good,2023
18-09-2023,West,Office Supplies,7442.95,6288.07,1154.88,Small Business,K. Das,UPI,15.52%,Medium,Sep,low,2023
06-06-2025,East,Accessories,1716.41,1277.83,438.58,Corporate,V. Gupta,Bank Transfer,25.55%,Low,Jun,good,2025
03-01-2025,North,Office Supplies,1293.48,841.42,452.06,Consumer,A. Kumar,Debit Card,34.95%,Low,Jan,good,2025
11-02-2024,North,Furniture,2591.31,2262.35,328.96,Corporate,P. Singh,Credit Card,12.69%,Low,Feb,good,2024
26-07-2023,East,Accessories,9792.02,6535.65,3256.37,Consumer,R. Sharma,Cash,33.26%,Medium,Jul,Excellent,2023
04-02-2026,North,Accessories,7016.22,5715.93,1300.29,Consumer,A. Kumar,Debit Card,18.53%,Medium,Feb,low,2026
18-08-2024,South,Electronics,13331.22,8270.22,5061,Consumer,A. Kumar,UPI,37.96%,High,Aug,Excellent,2024
